id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,original_language,release_year
1171145,Crime 101,2026-02-11,91.2246,6.946,856,"[80, 53]","When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",en,2026
1325734,The Drama,2026-03-26,88.1063,7.025,613,"[10749, 35, 18]",A happily engaged couple is put to the test when an unexpected turn sends their wedding week off the rails.,en,2026
755898,War of the Worlds,2025-07-29,79.862,4.141,971,"[878, 53]","Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.",en,2025
1419406,The Shadow's Edge,2025-08-16,76.6424,7.233,604,"[28, 80, 18, 53]",Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,zh,2025
1368166,The Housemaid,2025-12-18,71.4433,7.2,1987,"[9648, 53]","Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.",en,2025
1579,Apocalypto,2006-12-07,67.2198,7.6,6219,"[28, 18, 36]","Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",en,2006
1084577,Balls Up,2026-04-15,66.3927,5.765,181,"[35, 28, 12]","Two marketing executives go ""balls out"" and pitch a bold full‑coverage condom sponsorship with the World Cup. After their drunken celebration in Brazil sparks a global scandal, they must outrun furious fans, criminals, and power-hungry officials to salvage their careers and make it home alive.",en,2026
1087040,Money Shot: The Pornhub Story,2023-03-15,64.4731,5.8,351,[99],"Featuring interviews with performers, activists and past employees, this documentary offers a deep dive into the successes and scandals of Pornhub.",en,2023
840464,Greenland 2: Migration,2026-01-07,62.8733,6.416,982,"[12, 53, 878]","Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",en,2026
7451,xXx,2002-08-09,61.0615,5.987,4879,"[28, 12, 53, 80, 18]","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",en,2002
1159559,Scream 7,2026-02-25,61.0319,6.051,839,"[27, 9648, 80]","When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",en,2026
458293,Michael Jackson: Searching for Neverland,2017-05-29,57.6878,6.5,111,"[18, 10770]","Based on the best-selling book, Remember the Time: Protecting Michael Jackson in His Final Days, and told through the eyes of Jackson's trusted bodyguards, Bill Whitfield and Javon Beard. The movie will reveal firsthand the devotion Michael Jackson had to his children, and the hidden drama that took place during the last two years of his life.",en,2017
502356,The Super Mario Bros. Movie,2023-04-05,56.3204,7.6,10563,"[10751, 35, 12, 14, 16]","While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",en,2023
1265609,War Machine,2026-02-12,56.2661,7.238,1590,"[28, 878, 53]","On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine.",en,2026
441168,From Straight A's to XXX,2017-02-11,55.767,5.8,160,"[18, 10770]","When a change of circumstances leaves Miriam unable to pay her college tuition, she makes a surprising decision: to start performing in adult films, using the pseudonym Belle Knox. Miriam lies to her family and her friends at school, keeping her double life a secret. But soon rumours spread and Miriam becomes the subject of vicious online attacks and unwanted attention. Miriam fights back: she talks to the media, saying her new line of work empowers her as a feminist. But her confident stand has unintended consequences. Miriam is shunned by her conservative family and her colleagues in the adult film world. One impulsive decision has quickly spiralled out of control - and Miriam's problems are just beginning.",en,2017
1234731,Anaconda,2025-12-24,54.3697,5.868,1096,"[12, 35, 27]","A group of friends facing mid-life crises head to the rainforest with the intention of remaking their favorite movie from their youth, only to find themselves in a fight for their lives against natural disasters, giant snakes and violent criminals.",en,2025
1316092,"""Wuthering Heights""",2026-02-11,53.5911,6.538,880,"[10749, 18]","Tragedy strikes when Heathcliff falls in love with Catherine Earnshaw, a woman from a wealthy family in 18th-century England.",en,2026
157336,Interstellar,2014-11-05,53.5716,8.471,39559,"[12, 18, 878]",The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,en,2014
81774,Exploits of a Young Don Juan,1986-11-04,52.1142,6.035,313,"[35, 18]","In 1914, sixteen year old Roger returned home from boarding school during vacation to find his puberty hit hard in a house filled with beautiful women. These women have previous engagements with other men who are away, and during this time, Roger impregnates them all, including his aunt and sister, then devises plans to cuckold the men.",fr,1986
744275,After We Fell,2021-09-01,51.2872,7.0,2727,"[18, 10749]","Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",en,2021
1038392,The Conjuring: Last Rites,2025-09-03,51.1944,6.887,1777,[27],Paranormal investigators Ed and Lorraine Warren take on one last terrifying case involving mysterious entities they must confront.,en,2025
1290417,Thrash,2026-04-10,51.1293,5.898,504,"[27, 53]","When a Category 5 hurricane decimates a coastal town, the storm surge brings devastation, chaos, and something far more frightening onto shore: hungry sharks.",en,2026
82023,Hotel Desire,2011-12-07,50.7069,6.182,143,"[18, 10749]","Antonia is a single mother who works as a hotel maid in Berlin. A normal hot summer day takes a dramatic turn when she crosses paths with a particular guest of the hotel, famous blind portrait painter Julius Pass.",de,2011
1367642,Reminders of Him,2026-03-11,49.7847,7.309,188,"[10749, 18]","When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance.",en,2026
1010755,The Strangers: Chapter 3,2026-02-05,47.0748,5.626,139,"[27, 53]","Tethered by a frightening conclusion, Maya and the Strangers are locked on an unavoidable, unforgiving collision course — a showdown that proves they’re far from strangers now.",en,2026
78192,Michael Jackson: The Life of an Icon,2011-11-02,46.8694,7.945,145,"[99, 10402]","See Michael Jackson, one of the most recognizable and popular entertainers of all time, like never before in the feature-length tribute Michael Jackson: The Life of an Icon. Known to millions of fans worldwide for his record-breaking albums, groundbreaking music videos, mesmerizing dance moves and humanitarian efforts, his true story has never really been told...until now. This unprecedented look into the King of Pop's fascinating life includes all-new interviews with his mother Katherine Jackson as well as siblings Tito and Rebbie Jackson, family, friends and music legends such as Smokey Robinson, Dionne Warwick and many more.",en,2011
24428,The Avengers,2012-04-25,46.5662,8.015,37606,"[878, 28, 12]","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",en,2012
1304313,Lee Cronin's The Mummy,2026-04-15,46.2887,6.763,179,"[27, 9648]","The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.",en,2026
278,The Shawshank Redemption,1994-09-23,45.3972,8.7,30249,"[18, 80]","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",en,1994
299536,Avengers: Infinity War,2018-04-25,45.0528,8.234,31835,"[12, 28, 878]","As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",en,2018
1084187,Pretty Lethal,2026-03-13,44.8039,6.754,331,"[10402, 53, 28, 27]",A troupe of ballerinas find themselves fighting for survival as they attempt to escape from a remote inn after their bus breaks down on the way to a dance competition.,en,2026
911430,F1,2025-06-25,44.2306,7.749,3816,"[28, 18]",Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,en,2025
249397,Nymphomaniac: Vol. II,2013-12-25,44.1828,6.708,3123,"[18, 9648]",The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,en,2013
425274,Now You See Me: Now You Don't,2025-11-12,41.7413,6.516,1447,"[80, 53]","The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",en,2025
1010581,My Fault,2023-06-08,41.3243,7.743,4044,"[18, 10749, 53]","Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",es,2023
1272837,28 Years Later: The Bone Temple,2026-01-14,41.0248,7.114,1126,"[27, 53, 878]",Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,en,2026
634649,Spider-Man: No Way Home,2021-12-15,40.8655,7.933,21882,"[28, 12, 878]","Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",en,2021
1193501,Whistle,2026-01-20,40.7959,6.2,319,"[27, 9648]","A misfit group of unwitting high school students stumble upon a cursed object, an ancient Aztec Death Whistle. They discover that blowing the whistle and the terrifying sound it emits will summon their future deaths to hunt them down.",en,2026
1115544,Mike & Nick & Nick & Alice,2026-03-14,40.488,6.8,295,"[35, 878, 80]","Two gangsters and the woman they love try to survive the most dangerous night of their lives. As if that wasn’t enough, there’s one wild ingredient added to the mix: a time machine.",en,2026
